folio,uri
211v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_211v.jp2
110r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_110r.jp2
178v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_178v.jp2
221v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_221v.jp2
263w,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_263ar.jp2
146w,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_146ar.jp2
136v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_136v.jp2
149r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_149r.jp2
133v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_133v.jp2
257v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_257v.jp2
175r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_175r.jp2
222r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_222r.jp2
232r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_232r.jp2
136r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_136r.jp2
174r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_174r.jp2
187v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_187v.jp2
266r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_266r.jp2
118v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_118v.jp2
238r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_238r.jp2
162r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_162r.jp2
235r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_235r.jp2
103v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_103v.jp2
197r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_197r.jp2
240r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_240r.jp2
281v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_281v.jp2
148r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_148r.jp2
254r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_254r.jp2
263v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_263v.jp2
153r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_153r.jp2
272v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_272v.jp2
150v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_150v.jp2
255r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_255r.jp2
252v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_252v.jp2
261r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_261r.jp2
232v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_232v.jp2
244r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_244r.jp2
182r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_182r.jp2
135r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_135r.jp2
128v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_128v.jp2
116r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_116r.jp2
158v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_158v.jp2
231r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_231r.jp2
143v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_143v.jp2
160v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_160v.jp2
122v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_122v.jp2
108v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_108v.jp2
213v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_213v.jp2
130r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_130r.jp2
114r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_114r.jp2
227v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_227v.jp2
278v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_278v.jp2
170v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_170v.jp2
185r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_185r.jp2
194r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_194r.jp2
258v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_258v.jp2
230r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_230r.jp2
203v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_203v.jp2
188r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_188r.jp2
180r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_180r.jp2
230v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_230v.jp2
117r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_117r.jp2
195v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_195v.jp2
236v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_236v.jp2
124v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_124v.jp2
258r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_258r.jp2
181r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_181r.jp2
151v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_151v.jp2
134r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_134r.jp2
271r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_271r.jp2
268r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_268r.jp2
236r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_236r.jp2
163r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_163r.jp2
246v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_246v.jp2
102r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_102r.jp2
205r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_205r.jp2
197v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_197v.jp2
237r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_237r.jp2
199v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_199v.jp2
223r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_223r.jp2
142v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_142v.jp2
123r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_123r.jp2
116v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_116v.jp2
196v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_196v.jp2
237v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_237v.jp2
156r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_156r.jp2
140r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_140r.jp2
245x,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_245av.jp2
177r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_177r.jp2
184v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_184v.jp2
137v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_137v.jp2
112v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_112v.jp2
147r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_147r.jp2
270v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_270v.jp2
105v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_105v.jp2
118r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_118r.jp2
140v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_140v.jp2
185v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_185v.jp2
109r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_109r.jp2
217v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_217v.jp2
192v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_192v.jp2
130v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_130v.jp2
141v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_141v.jp2
137x,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_137av.jp2
132r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_132r.jp2
275r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_275r.jp2
221r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_221r.jp2
141r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_141r.jp2
229r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_229r.jp2
267v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_267v.jp2
183r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_183r.jp2
138v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_138v.jp2
159r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_159r.jp2
127v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_127v.jp2
241v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_241v.jp2
189r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_189r.jp2
228r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_228r.jp2
159v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_159v.jp2
109v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_109v.jp2
262r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_262r.jp2
125v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_125v.jp2
176r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_176r.jp2
131v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_131v.jp2
186v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_186v.jp2
129v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_129v.jp2
157r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_157r.jp2
242v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_242v.jp2
208r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_208r.jp2
154r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_154r.jp2
184r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_184r.jp2
200v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_200v.jp2
199r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_199r.jp2
164r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_164r.jp2
153v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_153v.jp2
126v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_126v.jp2
161v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_161v.jp2
216r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_216r.jp2
223v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_223v.jp2
144r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_144r.jp2
269r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_269r.jp2
169v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_169v.jp2
190v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_190v.jp2
106x,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_106av.jp2
122r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_122r.jp2
137w,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_137ar.jp2
270r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_270r.jp2
198v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_198v.jp2
148v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_148v.jp2
105r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_105r.jp2
107v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_107v.jp2
254v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_254v.jp2
211r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_211r.jp2
155v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_155v.jp2
250r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_250r.jp2
245v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_245v.jp2
127r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_127r.jp2
245r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_245r.jp2
134v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_134v.jp2
273v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_273v.jp2
121v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_121v.jp2
220r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_220r.jp2
146v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_146v.jp2
279r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_279r.jp2
172r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_172r.jp2
104r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_104r.jp2
240v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_240v.jp2
106r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_106r.jp2
265v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_265v.jp2
106v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_106v.jp2
204v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_204v.jp2
251r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_251r.jp2
218v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_218v.jp2
117v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_117v.jp2
249r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_249r.jp2
152v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_152v.jp2
114v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_114v.jp2
215r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_215r.jp2
280v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_280v.jp2
279v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_279v.jp2
170r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_170r.jp2
257r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_257r.jp2
243r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_243r.jp2
151r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_151r.jp2
218r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_218r.jp2
145r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_145r.jp2
194v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_194v.jp2
213r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_213r.jp2
168r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_168r.jp2
263r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_263r.jp2
219r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_219r.jp2
120v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_120v.jp2
156v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_156v.jp2
201r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_201r.jp2
179r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_179r.jp2
219v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_219v.jp2
132v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_132v.jp2
103r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_103r.jp2
264v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_264v.jp2
182v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_182v.jp2
222v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_222v.jp2
268v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_268v.jp2
248v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_248v.jp2
174v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_174v.jp2
187r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_187r.jp2
113v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_113v.jp2
256v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_256v.jp2
269v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_269v.jp2
210v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_210v.jp2
224r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_224r.jp2
212r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_212r.jp2
243v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_243v.jp2
165r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_165r.jp2
133r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_133r.jp2
157v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_157v.jp2
206r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_206r.jp2
239r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_239r.jp2
253r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_253r.jp2
203r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_203r.jp2
150r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_150r.jp2
238v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_238v.jp2
195r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_195r.jp2
247v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_247v.jp2
198r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_198r.jp2
163v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_163v.jp2
252r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_252r.jp2
263x,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_263av.jp2
259r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_259r.jp2
