folio,uri
105v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_105v.jp2
118r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_118r.jp2
140v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_140v.jp2
185v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_185v.jp2
109r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_109r.jp2
057r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_057r.jp2
217v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_217v.jp2
192v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_192v.jp2
060r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_060r.jp2
014r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_014r.jp2
074v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_074v.jp2
130v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_130v.jp2
141v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_141v.jp2
137x,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_137av.jp2
132r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_132r.jp2
043v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_043v.jp2
275r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_275r.jp2
221r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_221r.jp2
141r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_141r.jp2
229r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_229r.jp2
039r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_039r.jp2
267v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_267v.jp2
073r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_073r.jp2
183r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_183r.jp2
049r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_049r.jp2
138v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_138v.jp2
159r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_159r.jp2
127v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_127v.jp2
241v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_241v.jp2
189r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_189r.jp2
083v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_083v.jp2
228r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_228r.jp2
159v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_159v.jp2
109v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_109v.jp2
262r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_262r.jp2
083r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_083r.jp2
049v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_049v.jp2
047v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_047v.jp2
125v,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_125v.jp2
176r,https://www.e-codices.unifr.ch/loris/sbe/sbe-0611/sbe-0611_176r.jp2
