folio,uri
037,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_037.jp2
018,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_018.jp2
181,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_181.jp2
157,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_157.jp2
183,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_183.jp2
074,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_074.jp2
170,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_170.jp2
193,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_193.jp2
142,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_142.jp2
097,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_097.jp2
030,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_030.jp2
172,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_172.jp2
151,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_151.jp2
109,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_109.jp2
106,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_106.jp2
179,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_179.jp2
045,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_045.jp2
121,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_121.jp2
065,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_065.jp2
206,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_206.jp2
260,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_260.jp2
010,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_010.jp2
026,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_026.jp2
135,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_135.jp2
053,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_053.jp2
159,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_159.jp2
115,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_115.jp2
048,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_048.jp2
203,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_203.jp2
174,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_174.jp2
060,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_060.jp2
029,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_029.jp2
107,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_107.jp2
164,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_164.jp2
251,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_251.jp2
041,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_041.jp2
099,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_099.jp2
129,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_129.jp2
144,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_144.jp2
199,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_199.jp2
014,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_014.jp2
100,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_100.jp2
111,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_111.jp2
255,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_255.jp2
059,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_059.jp2
189,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_189.jp2
257,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_257.jp2
035,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_035.jp2
139,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_139.jp2
090,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_090.jp2
075,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_075.jp2
132,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_132.jp2
050,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_050.jp2
233,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_233.jp2
116,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_116.jp2
024,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_024.jp2
186,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_186.jp2
163,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_163.jp2
095,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_095.jp2
209,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_209.jp2
104,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_104.jp2
071,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_071.jp2
038,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_038.jp2
187,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_187.jp2
252,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_252.jp2
019,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_019.jp2
119,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_119.jp2
188,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_188.jp2
110,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_110.jp2
088,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_088.jp2
244,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_244.jp2
087,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_087.jp2
012,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_012.jp2
195,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_195.jp2
124,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_124.jp2
117,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_117.jp2
154,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_154.jp2
093,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_093.jp2
221,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_221.jp2
022,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_022.jp2
063,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_063.jp2
145,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_145.jp2
068,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_068.jp2
160,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_160.jp2
180,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_180.jp2
133,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_133.jp2
213,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_213.jp2
191,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_191.jp2
079,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_079.jp2
218,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_218.jp2
108,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_108.jp2
190,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_190.jp2
228,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_228.jp2
152,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_152.jp2
165,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_165.jp2
205,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_205.jp2
092,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_092.jp2
127,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_127.jp2
245,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_245.jp2
067,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_067.jp2
166,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_166.jp2
258,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_258.jp2
122,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_122.jp2
212,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_212.jp2
184,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_184.jp2
137,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_137.jp2
178,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_178.jp2
042,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_042.jp2
039,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_039.jp2
226,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_226.jp2
236,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_236.jp2
073,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_073.jp2
080,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_080.jp2
091,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_091.jp2
112,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_112.jp2
056,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_056.jp2
013,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_013.jp2
210,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_210.jp2
173,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_173.jp2
197,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_197.jp2
146,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_146.jp2
208,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_208.jp2
241,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_241.jp2
149,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_149.jp2
102,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_102.jp2
150,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_150.jp2
247,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_247.jp2
017,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_017.jp2
237,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_237.jp2
240,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_240.jp2
044,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_044.jp2
081,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_081.jp2
054,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_054.jp2
052,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_052.jp2
131,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_131.jp2
231,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_231.jp2
238,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_238.jp2
254,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_254.jp2
211,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_211.jp2
224,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_224.jp2
185,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_185.jp2
246,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_246.jp2
143,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_143.jp2
227,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_227.jp2
207,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_207.jp2
082,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_082.jp2
171,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_171.jp2
009,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_009.jp2
123,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_123.jp2
085,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_085.jp2
089,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_089.jp2
249,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_249.jp2
101,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_101.jp2
070,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_070.jp2
156,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_156.jp2
034,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_034.jp2
138,https://www.e-codices.unifr.ch/loris/csg/csg-0391/csg-0391_138.jp2
