pagen,neume,id,ulx,uly,lrx,lry
16,"Liquescent Virga aug. or Clivis dim., Cephalicus Simple",m-80eb6299-76e4-4704-bd49-2655ac5bbfff,3673,3884,3728,3957
16,Punctum Simple,m-3ee03adf-ec3c-4fff-9e58-ecb9217eb78a,5351,3944,5371,3957
16,Punctum Simple,m-684c6eab-ffda-4f3d-99a1-4d61e8b119b3,4137,5717,4158,5734
16,Liquescent Stropha Simple,m-a0fdf460-dd14-49e0-ac00-e2b631407584,1654,2104,1680,2126
16,Punctum Simple,m-7ca276af-c489-4240-bbfb-7288e328b1bc,4041,5649,4057,5666
16,Quilismatorculus Simple three,m-97cb80f8-a77e-4010-ba98-702ccb8452f2,2874,3522,2993,3596
16,Tractulus Episema,m-f1d6ecd1-985d-43e6-9d1c-78e1115d7f36,1664,4620,1699,4644
16,Punctum Simple,m-b26238a2-8d13-47dc-bc36-45836b5bd89b,3293,4944,3309,4958
16,Punctum Simple,m-7b6e1262-989b-4066-ba30-acd656c8d953,5344,1454,5364,1472
16,Clivis Simple,m-469c7af2-b8f7-4bee-9336-2684a9fea368,2082,3573,2129,3634
16,Tractulus Episema,m-a690a751-6abc-466d-8c30-eb790cb30337,4271,3974,4303,3991
16,Clivis Episema a,m-49f19308-3648-4c32-a8c4-58af77dc92d4,1683,6302,1716,6364
16,Virga strata (or with Punktum: Pressus maior) Simple,m-23596037-7ddb-462a-9ecc-50a918927653,3578,2527,3659,2602
16,Clivis Episema c,m-07d88eb2-5036-4709-b042-bf3cdb1f16bb,2069,2440,2129,2509
16,Tractulus Episema,m-420b84f7-fd23-4e45-ad18-2bf8de5c151f,3937,5997,3976,6017
16,Punctum Simple,m-f3dd74a3-f1d1-45e3-a814-2ca2cdff8122,4306,2519,4324,2534
16,Pes Rotundus,m-382f2dbb-8e8b-418c-b6ca-0718ff918946,2753,1045,2824,1108
16,Virga Simple,m-ce8282b4-9db2-4296-9250-84c1eb2a09db,4618,3903,4673,3955
16,Punctum Simple,m-e87f2527-50de-43af-9786-d1e48f010ae9,5282,2523,5298,2538
16,Tractulus Simple,m-91927da0-a904-41d5-864d-9243a71dd938,1555,2508,1587,2524
16,Pes Rotundus,m-5a01428c-cbdc-4a7e-9ff9-9e971379a51c,1939,5291,2014,5362
16,Pes Quadratus,m-ec6d749a-78e6-48cd-9f8d-761a6df0502b,1640,1103,1725,1173
16,Clivis Episema c,m-6b46dfd1-a2ea-438b-ac49-ab50d4bb9dcd,5155,6400,5219,6465
16,Punctum Simple,m-ff58506c-2c15-48cf-9f4f-58cef00485ef,2907,3234,2925,3249
16,Clivis Simple,m-8dac1f73-ad8e-4a40-9e16-96430c998e94,3847,6309,3873,6364
16,Punctum Simple,m-0b5ba1d3-b401-4e10-b07c-3ad1ae6c78d9,2748,2882,2768,2897
16,Virga strata (or with Punktum: Pressus maior) Simple,m-87562015-90d1-4ae0-85a9-2cdf4c508c0a,3530,2493,3592,2537
16,Tractulus Simple,m-3012c775-77be-4a7b-986e-539c93b59619,2388,3237,2424,3253
16,"Liquescent Punctum aug. or Pes dim., Epiphonus Simple",m-17630e41-e1ae-48d6-b96d-347aca4f4fc2,1778,5943,1805,5975
16,Pes Rotundus,m-d1ace183-8b09-43f9-8cda-1bca6ddc34c3,4617,2087,4695,2157
16,Torculus Simple,m-652d6f72-4f16-48f4-9412-7f62e94f2848,3416,4210,3519,4286
16,Letter E,m-7e7e468b-a3bb-4b2e-aa4c-0a3e376b178d,1947,5662,1995,5705
16,"Liquescent Punctum aug. or Pes dim., Epiphonus Simple",m-3f450575-d058-438e-a58c-235defde7f68,4048,4275,4074,4304
16,Tractulus Simple,m-efbdac92-258b-4449-987c-281a53723453,1851,4296,1880,4308
16,Tractulus Simple,m-283f5b43-5541-4e2b-b460-ef16966841ce,2065,4998,2094,5011
16,Pes Quadratus,m-89bc2f5f-5c54-46d7-8e84-ccc9e72d4414,1880,1444,1974,1516
16,Punctum Simple,m-2a8567c8-f66a-41c5-9733-9688e01c854d,4415,2480,4436,2497
